Date,City,Year of Occurrence,Month of Occurrence,Crime_Count,MA3,Delta,Trend_Slope
2021-03-01,Faridabad,2021,3,9,7.333333333333333,5.0,0.019624819624819555
2021-04-01,Faridabad,2021,4,3,5.333333333333333,-6.0,0.019624819624819555
2021-05-01,Faridabad,2021,5,6,6.0,3.0,0.019624819624819555
2021-06-01,Faridabad,2021,6,7,5.333333333333333,1.0,0.019624819624819555
2021-07-01,Faridabad,2021,7,8,7.0,1.0,0.019624819624819555
2021-08-01,Faridabad,2021,8,5,6.666666666666667,-3.0,0.019624819624819555
2021-09-01,Faridabad,2021,9,5,6.0,0.0,0.019624819624819555
2021-10-01,Faridabad,2021,10,5,5.0,0.0,0.019624819624819555
2021-11-01,Faridabad,2021,11,8,6.0,3.0,0.019624819624819555
2021-12-01,Faridabad,2021,12,4,5.666666666666667,-4.0,0.019624819624819555
2022-01-01,Faridabad,2022,1,6,6.0,2.0,0.019624819624819555
2022-02-01,Faridabad,2022,2,7,5.666666666666667,1.0,0.019624819624819555
2022-03-01,Faridabad,2022,3,10,7.666666666666667,3.0,0.019624819624819555
2022-04-01,Faridabad,2022,4,6,7.666666666666667,-4.0,0.019624819624819555
2022-05-01,Faridabad,2022,5,6,7.333333333333333,0.0,0.019624819624819555
2022-06-01,Faridabad,2022,6,11,7.666666666666667,5.0,0.019624819624819555
2022-07-01,Faridabad,2022,7,3,6.666666666666667,-8.0,0.019624819624819555
2022-08-01,Faridabad,2022,8,4,6.0,1.0,0.019624819624819555
2022-09-01,Faridabad,2022,9,7,4.666666666666667,3.0,0.019624819624819555
2022-10-01,Faridabad,2022,10,5,5.333333333333333,-2.0,0.019624819624819555
2022-11-01,Faridabad,2022,11,6,6.0,1.0,0.019624819624819555
2022-12-01,Faridabad,2022,12,6,5.666666666666667,0.0,0.019624819624819555
2023-01-01,Faridabad,2023,1,5,5.666666666666667,-1.0,0.019624819624819555
2023-02-01,Faridabad,2023,2,5,5.333333333333333,0.0,0.019624819624819555
2023-03-01,Faridabad,2023,3,5,5.0,0.0,0.019624819624819555
2023-04-01,Faridabad,2023,4,9,6.333333333333333,4.0,0.019624819624819555
2023-05-01,Faridabad,2023,5,7,7.0,-2.0,0.019624819624819555
2023-06-01,Faridabad,2023,6,10,8.666666666666666,3.0,0.019624819624819555
2023-07-01,Faridabad,2023,7,4,7.0,-6.0,0.019624819624819555
2023-08-01,Faridabad,2023,8,9,7.666666666666667,5.0,0.019624819624819555
2023-09-01,Faridabad,2023,9,9,7.333333333333333,0.0,0.019624819624819555
2023-10-01,Faridabad,2023,10,4,7.333333333333333,-5.0,0.019624819624819555
2023-11-01,Faridabad,2023,11,8,7.0,4.0,0.019624819624819555
2023-12-01,Faridabad,2023,12,4,5.333333333333333,-4.0,0.019624819624819555
2024-01-01,Faridabad,2024,1,6,6.0,2.0,0.019624819624819555
2024-02-01,Faridabad,2024,2,10,6.666666666666667,4.0,0.019624819624819555
2024-03-01,Faridabad,2024,3,5,7.0,-5.0,0.019624819624819555
2024-04-01,Faridabad,2024,4,11,8.666666666666666,6.0,0.019624819624819555
2024-05-01,Faridabad,2024,5,7,7.666666666666667,-4.0,0.019624819624819555
2024-06-01,Faridabad,2024,6,6,8.0,-1.0,0.019624819624819555
2024-07-01,Faridabad,2024,7,6,6.333333333333333,0.0,0.019624819624819555
2020-01-01,Ghaziabad,2020,1,19,,,-0.004834054834055012
2020-02-01,Ghaziabad,2020,2,19,,0.0,-0.004834054834055012
2020-03-01,Ghaziabad,2020,3,9,15.666666666666666,-10.0,-0.004834054834055012
2020-04-01,Ghaziabad,2020,4,7,11.666666666666666,-2.0,-0.004834054834055012
2020-05-01,Ghaziabad,2020,5,13,9.666666666666666,6.0,-0.004834054834055012
2020-06-01,Ghaziabad,2020,6,10,10.0,-3.0,-0.004834054834055012
2020-07-01,Ghaziabad,2020,7,11,11.333333333333334,1.0,-0.004834054834055012
2020-08-01,Ghaziabad,2020,8,10,10.333333333333334,-1.0,-0.004834054834055012
2020-09-01,Ghaziabad,2020,9,8,9.666666666666666,-2.0,-0.004834054834055012
2020-10-01,Ghaziabad,2020,10,17,11.666666666666666,9.0,-0.004834054834055012
2020-11-01,Ghaziabad,2020,11,17,14.0,0.0,-0.004834054834055012
2020-12-01,Ghaziabad,2020,12,19,17.666666666666668,2.0,-0.004834054834055012
2021-01-01,Ghaziabad,2021,1,18,18.0,-1.0,-0.004834054834055012
2021-02-01,Ghaziabad,2021,2,9,15.333333333333334,-9.0,-0.004834054834055012
2021-03-01,Ghaziabad,2021,3,11,12.666666666666666,2.0,-0.004834054834055012
2021-04-01,Ghaziabad,2021,4,11,10.333333333333334,0.0,-0.004834054834055012
2021-05-01,Ghaziabad,2021,5,10,10.666666666666666,-1.0,-0.004834054834055012
2021-06-01,Ghaziabad,2021,6,14,11.666666666666666,4.0,-0.004834054834055012
2021-07-01,Ghaziabad,2021,7,11,11.666666666666666,-3.0,-0.004834054834055012
2021-08-01,Ghaziabad,2021,8,13,12.666666666666666,2.0,-0.004834054834055012
2021-09-01,Ghaziabad,2021,9,23,15.666666666666666,10.0,-0.004834054834055012
2021-10-01,Ghaziabad,2021,10,11,15.666666666666666,-12.0,-0.004834054834055012
2021-11-01,Ghaziabad,2021,11,13,15.666666666666666,2.0,-0.004834054834055012
2021-12-01,Ghaziabad,2021,12,11,11.666666666666666,-2.0,-0.004834054834055012
2022-01-01,Ghaziabad,2022,1,11,11.666666666666666,0.0,-0.004834054834055012
2022-02-01,Ghaziabad,2022,2,12,11.333333333333334,1.0,-0.004834054834055012
2022-03-01,Ghaziabad,2022,3,7,10.0,-5.0,-0.004834054834055012
2022-04-01,Ghaziabad,2022,4,9,9.333333333333334,2.0,-0.004834054834055012
2022-05-01,Ghaziabad,2022,5,11,9.0,2.0,-0.004834054834055012
2022-06-01,Ghaziabad,2022,6,10,10.0,-1.0,-0.004834054834055012
2022-07-01,Ghaziabad,2022,7,16,12.333333333333334,6.0,-0.004834054834055012
2022-08-01,Ghaziabad,2022,8,13,13.0,-3.0,-0.004834054834055012
2022-09-01,Ghaziabad,2022,9,9,12.666666666666666,-4.0,-0.004834054834055012
2022-10-01,Ghaziabad,2022,10,12,11.333333333333334,3.0,-0.004834054834055012
2022-11-01,Ghaziabad,2022,11,17,12.666666666666666,5.0,-0.004834054834055012
2022-12-01,Ghaziabad,2022,12,16,15.0,-1.0,-0.004834054834055012
2023-01-01,Ghaziabad,2023,1,16,16.333333333333332,0.0,-0.004834054834055012
2023-02-01,Ghaziabad,2023,2,12,14.666666666666666,-4.0,-0.004834054834055012
2023-03-01,Ghaziabad,2023,3,13,13.666666666666666,1.0,-0.004834054834055012
2023-04-01,Ghaziabad,2023,4,8,11.0,-5.0,-0.004834054834055012
2023-05-01,Ghaziabad,2023,5,12,11.0,4.0,-0.004834054834055012
2023-06-01,Ghaziabad,2023,6,15,11.666666666666666,3.0,-0.004834054834055012
2023-07-01,Ghaziabad,2023,7,14,13.666666666666666,-1.0,-0.004834054834055012
2023-08-01,Ghaziabad,2023,8,20,16.333333333333332,6.0,-0.004834054834055012
2023-09-01,Ghaziabad,2023,9,12,15.333333333333334,-8.0,-0.004834054834055012
2023-10-01,Ghaziabad,2023,10,17,16.333333333333332,5.0,-0.004834054834055012
2023-11-01,Ghaziabad,2023,11,13,14.0,-4.0,-0.004834054834055012
2023-12-01,Ghaziabad,2023,12,13,14.333333333333334,0.0,-0.004834054834055012
2024-01-01,Ghaziabad,2024,1,13,13.0,0.0,-0.004834054834055012
2024-02-01,Ghaziabad,2024,2,11,12.333333333333334,-2.0,-0.004834054834055012
2024-03-01,Ghaziabad,2024,3,15,13.0,4.0,-0.004834054834055012
2024-04-01,Ghaziabad,2024,4,17,14.333333333333334,2.0,-0.004834054834055012
2024-05-01,Ghaziabad,2024,5,8,13.333333333333334,-9.0,-0.004834054834055012
2024-06-01,Ghaziabad,2024,6,7,10.666666666666666,-1.0,-0.004834054834055012
2024-07-01,Ghaziabad,2024,7,11,8.666666666666666,4.0,-0.004834054834055012
2020-01-01,Hyderabad,2020,1,44,,,-0.0637806637806645
2020-02-01,Hyderabad,2020,2,54,,10.0,-0.0637806637806645
2020-03-01,Hyderabad,2020,3,61,53.0,7.0,-0.0637806637806645
2020-04-01,Hyderabad,2020,4,40,51.666666666666664,-21.0,-0.0637806637806645
2020-05-01,Hyderabad,2020,5,52,51.0,12.0,-0.0637806637806645
2020-06-01,Hyderabad,2020,6,55,49.0,3.0,-0.0637806637806645
2020-07-01,Hyderabad,2020,7,47,51.333333333333336,-8.0,-0.0637806637806645
2020-08-01,Hyderabad,2020,8,54,52.0,7.0,-0.0637806637806645
2020-09-01,Hyderabad,2020,9,55,52.0,1.0,-0.0637806637806645
2020-10-01,Hyderabad,2020,10,59,56.0,4.0,-0.0637806637806645
2020-11-01,Hyderabad,2020,11,53,55.666666666666664,-6.0,-0.0637806637806645
2020-12-01,Hyderabad,2020,12,58,56.666666666666664,5.0,-0.0637806637806645
2021-01-01,Hyderabad,2021,1,54,55.0,-4.0,-0.0637806637806645
2021-02-01,Hyderabad,2021,2,53,55.0,-1.0,-0.0637806637806645
2021-03-01,Hyderabad,2021,3,67,58.0,14.0,-0.0637806637806645
2021-04-01,Hyderabad,2021,4,46,55.333333333333336,-21.0,-0.0637806637806645
2021-05-01,Hyderabad,2021,5,57,56.666666666666664,11.0,-0.0637806637806645
2021-06-01,Hyderabad,2021,6,49,50.666666666666664,-8.0,-0.0637806637806645
2021-07-01,Hyderabad,2021,7,68,58.0,19.0,-0.0637806637806645
2021-08-01,Hyderabad,2021,8,59,58.666666666666664,-9.0,-0.0637806637806645
2021-09-01,Hyderabad,2021,9,49,58.666666666666664,-10.0,-0.0637806637806645
2021-10-01,Hyderabad,2021,10,66,58.0,17.0,-0.0637806637806645
2021-11-01,Hyderabad,2021,11,43,52.666666666666664,-23.0,-0.0637806637806645
2021-12-01,Hyderabad,2021,12,44,51.0,1.0,-0.0637806637806645
2022-01-01,Hyderabad,2022,1,40,42.333333333333336,-4.0,-0.0637806637806645
2022-02-01,Hyderabad,2022,2,58,47.333333333333336,18.0,-0.0637806637806645
2022-03-01,Hyderabad,2022,3,50,49.333333333333336,-8.0,-0.0637806637806645
2022-04-01,Hyderabad,2022,4,50,52.666666666666664,0.0,-0.0637806637806645
2022-05-01,Hyderabad,2022,5,59,53.0,9.0,-0.0637806637806645
2022-06-01,Hyderabad,2022,6,56,55.0,-3.0,-0.0637806637806645
2022-07-01,Hyderabad,2022,7,45,53.333333333333336,-11.0,-0.0637806637806645
2022-08-01,Hyderabad,2022,8,54,51.666666666666664,9.0,-0.0637806637806645
2022-09-01,Hyderabad,2022,9,42,47.0,-12.0,-0.0637806637806645
2022-10-01,Hyderabad,2022,10,63,53.0,21.0,-0.0637806637806645
2022-11-01,Hyderabad,2022,11,42,49.0,-21.0,-0.0637806637806645
2022-12-01,Hyderabad,2022,12,49,51.333333333333336,7.0,-0.0637806637806645
2023-01-01,Hyderabad,2023,1,52,47.666666666666664,3.0,-0.0637806637806645
2023-02-01,Hyderabad,2023,2,54,51.666666666666664,2.0,-0.0637806637806645
2023-03-01,Hyderabad,2023,3,55,53.666666666666664,1.0,-0.0637806637806645
2023-04-01,Hyderabad,2023,4,61,56.666666666666664,6.0,-0.0637806637806645
2023-05-01,Hyderabad,2023,5,51,55.666666666666664,-10.0,-0.0637806637806645
2023-06-01,Hyderabad,2023,6,55,55.666666666666664,4.0,-0.0637806637806645
2023-07-01,Hyderabad,2023,7,61,55.666666666666664,6.0,-0.0637806637806645
2023-08-01,Hyderabad,2023,8,52,56.0,-9.0,-0.0637806637806645
2023-09-01,Hyderabad,2023,9,54,55.666666666666664,2.0,-0.0637806637806645
2023-10-01,Hyderabad,2023,10,49,51.666666666666664,-5.0,-0.0637806637806645
2023-11-01,Hyderabad,2023,11,56,53.0,7.0,-0.0637806637806645
2023-12-01,Hyderabad,2023,12,62,55.666666666666664,6.0,-0.0637806637806645
2024-01-01,Hyderabad,2024,1,50,56.0,-12.0,-0.0637806637806645
2024-02-01,Hyderabad,2024,2,35,49.0,-15.0,-0.0637806637806645
2024-03-01,Hyderabad,2024,3,51,45.333333333333336,16.0,-0.0637806637806645
2024-04-01,Hyderabad,2024,4,48,44.666666666666664,-3.0,-0.0637806637806645
2024-05-01,Hyderabad,2024,5,55,51.333333333333336,7.0,-0.0637806637806645
2024-06-01,Hyderabad,2024,6,46,49.666666666666664,-9.0,-0.0637806637806645
2024-07-01,Hyderabad,2024,7,39,46.666666666666664,-7.0,-0.0637806637806645
2020-01-01,Indore,2020,1,15,,,-0.03318903318903336
2020-02-01,Indore,2020,2,10,,-5.0,-0.03318903318903336
2020-03-01,Indore,2020,3,4,9.666666666666666,-6.0,-0.03318903318903336
2020-04-01,Indore,2020,4,16,10.0,12.0,-0.03318903318903336
2020-05-01,Indore,2020,5,17,12.333333333333334,1.0,-0.03318903318903336
2020-06-01,Indore,2020,6,17,16.666666666666668,0.0,-0.03318903318903336
2020-07-01,Indore,2020,7,16,16.666666666666668,-1.0,-0.03318903318903336
2020-08-01,Indore,2020,8,21,18.0,5.0,-0.03318903318903336
2020-09-01,Indore,2020,9,7,14.666666666666666,-14.0,-0.03318903318903336
2020-10-01,Indore,2020,10,10,12.666666666666666,3.0,-0.03318903318903336
2020-11-01,Indore,2020,11,13,10.0,3.0,-0.03318903318903336
2020-12-01,Indore,2020,12,18,13.666666666666666,5.0,-0.03318903318903336
2021-01-01,Indore,2021,1,16,15.666666666666666,-2.0,-0.03318903318903336
2021-02-01,Indore,2021,2,16,16.666666666666668,0.0,-0.03318903318903336
2021-03-01,Indore,2021,3,11,14.333333333333334,-5.0,-0.03318903318903336
2021-04-01,Indore,2021,4,14,13.666666666666666,3.0,-0.03318903318903336
2021-05-01,Indore,2021,5,9,11.333333333333334,-5.0,-0.03318903318903336
2021-06-01,Indore,2021,6,14,12.333333333333334,5.0,-0.03318903318903336
2021-07-01,Indore,2021,7,16,13.0,2.0,-0.03318903318903336
2021-08-01,Indore,2021,8,7,12.333333333333334,-9.0,-0.03318903318903336
2021-09-01,Indore,2021,9,19,14.0,12.0,-0.03318903318903336
2021-10-01,Indore,2021,10,13,13.0,-6.0,-0.03318903318903336
2021-11-01,Indore,2021,11,8,13.333333333333334,-5.0,-0.03318903318903336
2021-12-01,Indore,2021,12,12,11.0,4.0,-0.03318903318903336
2022-01-01,Indore,2022,1,18,12.666666666666666,6.0,-0.03318903318903336
2022-02-01,Indore,2022,2,13,14.333333333333334,-5.0,-0.03318903318903336
2022-03-01,Indore,2022,3,9,13.333333333333334,-4.0,-0.03318903318903336
2022-04-01,Indore,2022,4,10,10.666666666666666,1.0,-0.03318903318903336
2022-05-01,Indore,2022,5,9,9.333333333333334,-1.0,-0.03318903318903336
2022-06-01,Indore,2022,6,11,10.0,2.0,-0.03318903318903336
2022-07-01,Indore,2022,7,14,11.333333333333334,3.0,-0.03318903318903336
2022-08-01,Indore,2022,8,15,13.333333333333334,1.0,-0.03318903318903336
2022-09-01,Indore,2022,9,14,14.333333333333334,-1.0,-0.03318903318903336
2022-10-01,Indore,2022,10,18,15.666666666666666,4.0,-0.03318903318903336
2022-11-01,Indore,2022,11,12,14.666666666666666,-6.0,-0.03318903318903336
2022-12-01,Indore,2022,12,11,13.666666666666666,-1.0,-0.03318903318903336
2023-01-01,Indore,2023,1,9,10.666666666666666,-2.0,-0.03318903318903336
2023-02-01,Indore,2023,2,11,10.333333333333334,2.0,-0.03318903318903336
2023-03-01,Indore,2023,3,14,11.333333333333334,3.0,-0.03318903318903336
2023-04-01,Indore,2023,4,10,11.666666666666666,-4.0,-0.03318903318903336
2023-05-01,Indore,2023,5,16,13.333333333333334,6.0,-0.03318903318903336
2023-06-01,Indore,2023,6,11,12.333333333333334,-5.0,-0.03318903318903336
2023-07-01,Indore,2023,7,7,11.333333333333334,-4.0,-0.03318903318903336
2023-08-01,Indore,2023,8,12,10.0,5.0,-0.03318903318903336
2023-09-01,Indore,2023,9,15,11.333333333333334,3.0,-0.03318903318903336
2023-10-01,Indore,2023,10,8,11.666666666666666,-7.0,-0.03318903318903336
2023-11-01,Indore,2023,11,12,11.666666666666666,4.0,-0.03318903318903336
2023-12-01,Indore,2023,12,10,10.0,-2.0,-0.03318903318903336
2024-01-01,Indore,2024,1,13,11.666666666666666,3.0,-0.03318903318903336
2024-02-01,Indore,2024,2,12,11.666666666666666,-1.0,-0.03318903318903336
2024-03-01,Indore,2024,3,9,11.333333333333334,-3.0,-0.03318903318903336
2024-04-01,Indore,2024,4,15,12.0,6.0,-0.03318903318903336
2024-05-01,Indore,2024,5,12,12.0,-3.0,-0.03318903318903336
2024-06-01,Indore,2024,6,14,13.666666666666666,2.0,-0.03318903318903336
2024-07-01,Indore,2024,7,16,14.0,2.0,-0.03318903318903336
2020-01-01,Jaipur,2020,1,32,,,-0.06832611832611869
2020-02-01,Jaipur,2020,2,27,,-5.0,-0.06832611832611869
2020-03-01,Jaipur,2020,3,32,30.333333333333332,5.0,-0.06832611832611869
2020-04-01,Jaipur,2020,4,29,29.333333333333332,-3.0,-0.06832611832611869
2020-05-01,Jaipur,2020,5,25,28.666666666666668,-4.0,-0.06832611832611869
2020-06-01,Jaipur,2020,6,33,29.0,8.0,-0.06832611832611869
2020-07-01,Jaipur,2020,7,24,27.333333333333332,-9.0,-0.06832611832611869
2020-08-01,Jaipur,2020,8,28,28.333333333333332,4.0,-0.06832611832611869
2020-09-01,Jaipur,2020,9,21,24.333333333333332,-7.0,-0.06832611832611869
2020-10-01,Jaipur,2020,10,29,26.0,8.0,-0.06832611832611869
2020-11-01,Jaipur,2020,11,27,25.666666666666668,-2.0,-0.06832611832611869
2020-12-01,Jaipur,2020,12,22,26.0,-5.0,-0.06832611832611869
2021-01-01,Jaipur,2021,1,25,24.666666666666668,3.0,-0.06832611832611869
2021-02-01,Jaipur,2021,2,26,24.333333333333332,1.0,-0.06832611832611869
2021-03-01,Jaipur,2021,3,38,29.666666666666668,12.0,-0.06832611832611869
2021-04-01,Jaipur,2021,4,25,29.666666666666668,-13.0,-0.06832611832611869
2021-05-01,Jaipur,2021,5,27,30.0,2.0,-0.06832611832611869
2021-06-01,Jaipur,2021,6,33,28.333333333333332,6.0,-0.06832611832611869
2021-07-01,Jaipur,2021,7,30,30.0,-3.0,-0.06832611832611869
2021-08-01,Jaipur,2021,8,32,31.666666666666668,2.0,-0.06832611832611869
2021-09-01,Jaipur,2021,9,35,32.333333333333336,3.0,-0.06832611832611869
2021-10-01,Jaipur,2021,10,22,29.666666666666668,-13.0,-0.06832611832611869
2021-11-01,Jaipur,2021,11,30,29.0,8.0,-0.06832611832611869
2021-12-01,Jaipur,2021,12,32,28.0,2.0,-0.06832611832611869
2022-01-01,Jaipur,2022,1,31,31.0,-1.0,-0.06832611832611869
2022-02-01,Jaipur,2022,2,19,27.333333333333332,-12.0,-0.06832611832611869
2022-03-01,Jaipur,2022,3,34,28.0,15.0,-0.06832611832611869
2022-04-01,Jaipur,2022,4,14,22.333333333333332,-20.0,-0.06832611832611869
2022-05-01,Jaipur,2022,5,35,27.666666666666668,21.0,-0.06832611832611869
2022-06-01,Jaipur,2022,6,25,24.666666666666668,-10.0,-0.06832611832611869
2022-07-01,Jaipur,2022,7,28,29.333333333333332,3.0,-0.06832611832611869
2022-08-01,Jaipur,2022,8,28,27.0,0.0,-0.06832611832611869
2022-09-01,Jaipur,2022,9,23,26.333333333333332,-5.0,-0.06832611832611869
2022-10-01,Jaipur,2022,10,25,25.333333333333332,2.0,-0.06832611832611869
2022-11-01,Jaipur,2022,11,23,23.666666666666668,-2.0,-0.06832611832611869
2022-12-01,Jaipur,2022,12,24,24.0,1.0,-0.06832611832611869
2023-01-01,Jaipur,2023,1,21,22.666666666666668,-3.0,-0.06832611832611869
2023-02-01,Jaipur,2023,2,29,24.666666666666668,8.0,-0.06832611832611869
2023-03-01,Jaipur,2023,3,22,24.0,-7.0,-0.06832611832611869
2023-04-01,Jaipur,2023,4,29,26.666666666666668,7.0,-0.06832611832611869
2023-05-01,Jaipur,2023,5,23,24.666666666666668,-6.0,-0.06832611832611869
2023-06-01,Jaipur,2023,6,23,25.0,0.0,-0.06832611832611869
2023-07-01,Jaipur,2023,7,25,23.666666666666668,2.0,-0.06832611832611869
2023-08-01,Jaipur,2023,8,25,24.333333333333332,0.0,-0.06832611832611869
2023-09-01,Jaipur,2023,9,30,26.666666666666668,5.0,-0.06832611832611869
2023-10-01,Jaipur,2023,10,28,27.666666666666668,-2.0,-0.06832611832611869
2023-11-01,Jaipur,2023,11,22,26.666666666666668,-6.0,-0.06832611832611869
2023-12-01,Jaipur,2023,12,22,24.0,0.0,-0.06832611832611869
2024-01-01,Jaipur,2024,1,22,22.0,0.0,-0.06832611832611869
2024-02-01,Jaipur,2024,2,26,23.333333333333332,4.0,-0.06832611832611869
2024-03-01,Jaipur,2024,3,29,25.666666666666668,3.0,-0.06832611832611869
2024-04-01,Jaipur,2024,4,36,30.333333333333332,7.0,-0.06832611832611869
2024-05-01,Jaipur,2024,5,28,31.0,-8.0,-0.06832611832611869
2024-06-01,Jaipur,2024,6,25,29.666666666666668,-3.0,-0.06832611832611869
2024-07-01,Jaipur,2024,7,21,24.666666666666668,-4.0,-0.06832611832611869
2020-01-01,Kalyan,2020,1,7,,,-0.011544011544011617
2020-02-01,Kalyan,2020,2,4,,-3.0,-0.011544011544011617
2020-03-01,Kalyan,2020,3,6,5.666666666666667,2.0,-0.011544011544011617
2020-04-01,Kalyan,2020,4,9,6.333333333333333,3.0,-0.011544011544011617
2020-05-01,Kalyan,2020,5,10,8.333333333333334,1.0,-0.011544011544011617
2020-06-01,Kalyan,2020,6,6,8.333333333333334,-4.0,-0.011544011544011617
2020-07-01,Kalyan,2020,7,6,7.333333333333333,0.0,-0.011544011544011617
2020-08-01,Kalyan,2020,8,6,6.0,0.0,-0.011544011544011617
2020-09-01,Kalyan,2020,9,4,5.333333333333333,-2.0,-0.011544011544011617
2020-10-01,Kalyan,2020,10,9,6.333333333333333,5.0,-0.011544011544011617
2020-11-01,Kalyan,2020,11,4,5.666666666666667,-5.0,-0.011544011544011617
2020-12-01,Kalyan,2020,12,9,7.333333333333333,5.0,-0.011544011544011617
2021-01-01,Kalyan,2021,1,6,6.333333333333333,-3.0,-0.011544011544011617
2021-02-01,Kalyan,2021,2,4,6.333333333333333,-2.0,-0.011544011544011617
2021-03-01,Kalyan,2021,3,4,4.666666666666667,0.0,-0.011544011544011617
2021-04-01,Kalyan,2021,4,5,4.333333333333333,1.0,-0.011544011544011617
2021-05-01,Kalyan,2021,5,8,5.666666666666667,3.0,-0.011544011544011617
2021-06-01,Kalyan,2021,6,7,6.666666666666667,-1.0,-0.011544011544011617
2021-07-01,Kalyan,2021,7,5,6.666666666666667,-2.0,-0.011544011544011617
2021-08-01,Kalyan,2021,8,6,6.0,1.0,-0.011544011544011617
2021-09-01,Kalyan,2021,9,8,6.333333333333333,2.0,-0.011544011544011617
2021-10-01,Kalyan,2021,10,7,7.0,-1.0,-0.011544011544011617
2021-11-01,Kalyan,2021,11,2,5.666666666666667,-5.0,-0.011544011544011617
2021-12-01,Kalyan,2021,12,8,5.666666666666667,6.0,-0.011544011544011617
2022-01-01,Kalyan,2022,1,5,5.0,-3.0,-0.011544011544011617
2022-02-01,Kalyan,2022,2,8,7.0,3.0,-0.011544011544011617
2022-03-01,Kalyan,2022,3,7,6.666666666666667,-1.0,-0.011544011544011617
2022-04-01,Kalyan,2022,4,10,8.333333333333334,3.0,-0.011544011544011617
2022-05-01,Kalyan,2022,5,9,8.666666666666666,-1.0,-0.011544011544011617
2022-06-01,Kalyan,2022,6,11,10.0,2.0,-0.011544011544011617
2022-07-01,Kalyan,2022,7,4,8.0,-7.0,-0.011544011544011617
2022-08-01,Kalyan,2022,8,11,8.666666666666666,7.0,-0.011544011544011617
2022-09-01,Kalyan,2022,9,8,7.666666666666667,-3.0,-0.011544011544011617
2022-10-01,Kalyan,2022,10,10,9.666666666666666,2.0,-0.011544011544011617
2022-11-01,Kalyan,2022,11,7,8.333333333333334,-3.0,-0.011544011544011617
2022-12-01,Kalyan,2022,12,4,7.0,-3.0,-0.011544011544011617
2023-01-01,Kalyan,2023,1,9,6.666666666666667,5.0,-0.011544011544011617
2023-02-01,Kalyan,2023,2,4,5.666666666666667,-5.0,-0.011544011544011617
2023-03-01,Kalyan,2023,3,7,6.666666666666667,3.0,-0.011544011544011617
2023-04-01,Kalyan,2023,4,5,5.333333333333333,-2.0,-0.011544011544011617
2023-05-01,Kalyan,2023,5,9,7.0,4.0,-0.011544011544011617
2023-06-01,Kalyan,2023,6,2,5.333333333333333,-7.0,-0.011544011544011617
2023-07-01,Kalyan,2023,7,5,5.333333333333333,3.0,-0.011544011544011617
2023-08-01,Kalyan,2023,8,3,3.3333333333333335,-2.0,-0.011544011544011617
2023-09-01,Kalyan,2023,9,8,5.333333333333333,5.0,-0.011544011544011617
2023-10-01,Kalyan,2023,10,7,6.0,-1.0,-0.011544011544011617
2023-11-01,Kalyan,2023,11,7,7.333333333333333,0.0,-0.011544011544011617
2023-12-01,Kalyan,2023,12,6,6.666666666666667,-1.0,-0.011544011544011617
2024-01-01,Kalyan,2024,1,6,6.333333333333333,0.0,-0.011544011544011617
2024-02-01,Kalyan,2024,2,5,5.666666666666667,-1.0,-0.011544011544011617
2024-03-01,Kalyan,2024,3,6,5.666666666666667,1.0,-0.011544011544011617
2024-04-01,Kalyan,2024,4,7,6.0,1.0,-0.011544011544011617
2024-05-01,Kalyan,2024,5,5,6.0,-2.0,-0.011544011544011617
2024-06-01,Kalyan,2024,6,2,4.666666666666667,-3.0,-0.011544011544011617
2024-07-01,Kalyan,2024,7,8,5.0,6.0,-0.011544011544011617
2020-01-01,Kanpur,2020,1,19,,,0.00036075036075010304
2020-02-01,Kanpur,2020,2,30,,11.0,0.00036075036075010304
2020-03-01,Kanpur,2020,3,17,22.0,-13.0,0.00036075036075010304
2020-04-01,Kanpur,2020,4,18,21.666666666666668,1.0,0.00036075036075010304
2020-05-01,Kanpur,2020,5,18,17.666666666666668,0.0,0.00036075036075010304
2020-06-01,Kanpur,2020,6,30,22.0,12.0,0.00036075036075010304
2020-07-01,Kanpur,2020,7,13,20.333333333333332,-17.0,0.00036075036075010304
2020-08-01,Kanpur,2020,8,18,20.333333333333332,5.0,0.00036075036075010304
2020-09-01,Kanpur,2020,9,19,16.666666666666668,1.0,0.00036075036075010304
2020-10-01,Kanpur,2020,10,23,20.0,4.0,0.00036075036075010304
2020-11-01,Kanpur,2020,11,23,21.666666666666668,0.0,0.00036075036075010304
2020-12-01,Kanpur,2020,12,15,20.333333333333332,-8.0,0.00036075036075010304
2021-01-01,Kanpur,2021,1,20,19.333333333333332,5.0,0.00036075036075010304
2021-02-01,Kanpur,2021,2,9,14.666666666666666,-11.0,0.00036075036075010304
2021-03-01,Kanpur,2021,3,22,17.0,13.0,0.00036075036075010304
2021-04-01,Kanpur,2021,4,22,17.666666666666668,0.0,0.00036075036075010304
2021-05-01,Kanpur,2021,5,15,19.666666666666668,-7.0,0.00036075036075010304
2021-06-01,Kanpur,2021,6,23,20.0,8.0,0.00036075036075010304
2021-07-01,Kanpur,2021,7,17,18.333333333333332,-6.0,0.00036075036075010304
2021-08-01,Kanpur,2021,8,17,19.0,0.0,0.00036075036075010304
2021-09-01,Kanpur,2021,9,22,18.666666666666668,5.0,0.00036075036075010304
2021-10-01,Kanpur,2021,10,22,20.333333333333332,0.0,0.00036075036075010304
2021-11-01,Kanpur,2021,11,17,20.333333333333332,-5.0,0.00036075036075010304
2021-12-01,Kanpur,2021,12,18,19.0,1.0,0.00036075036075010304
